date,store_id,product_id,quantity_sold,price,is_promo
2024-01-11,S3,P25,12,75,0
2024-01-12,S3,P25,21,75,0
2024-01-13,S3,P25,16,75,0
2024-01-14,S3,P25,29,60,1
2024-01-15,S3,P25,32,48,1
2024-01-16,S3,P25,14,48,0
2024-01-17,S3,P25,25,48,0
2024-01-18,S3,P25,21,48,0
2024-01-19,S3,P25,22,48,0
2024-01-20,S3,P25,24,48,0
2024-01-21,S3,P25,32,38,1
2024-01-22,S3,P25,22,30,1
2024-01-23,S3,P25,24,30,0
2024-01-24,S3,P25,38,24,1
2024-01-25,S3,P25,25,24,0
2024-01-26,S3,P25,12,24,0
2024-01-27,S3,P25,36,19,1
2024-01-28,S3,P25,13,19,0
2024-01-29,S3,P25,25,19,0
2024-01-30,S3,P25,20,19,0
2024-01-01,S3,P26,22,151,1
2024-01-02,S3,P26,11,151,0
2024-01-03,S3,P26,7,120,1
2024-01-04,S3,P26,16,120,0
2024-01-05,S3,P26,14,120,0
2024-01-06,S3,P26,14,96,1
2024-01-07,S3,P26,5,96,0
2024-01-08,S3,P26,16,96,0
2024-01-09,S3,P26,9,76,1
2024-01-10,S3,P26,10,76,0
2024-01-11,S3,P26,11,76,0
2024-01-12,S3,P26,9,76,0
2024-01-13,S3,P26,12,76,0
2024-01-14,S3,P26,6,76,0
2024-01-15,S3,P26,11,76,0
2024-01-16,S3,P26,11,76,0
2024-01-17,S3,P26,13,76,0
2024-01-18,S3,P26,5,76,0
2024-01-19,S3,P26,16,76,0
2024-01-20,S3,P26,9,76,0
2024-01-21,S3,P26,9,76,0
2024-01-22,S3,P26,6,76,0
2024-01-23,S3,P26,12,76,0
2024-01-24,S3,P26,6,76,0
2024-01-25,S3,P26,10,60,1
2024-01-26,S3,P26,8,60,0
2024-01-27,S3,P26,4,60,0
2024-01-28,S3,P26,4,60,0
2024-01-29,S3,P26,5,60,0
2024-01-30,S3,P26,7,60,0
2024-01-01,S3,P27,20,99,0
2024-01-02,S3,P27,16,99,0
2024-01-03,S3,P27,20,99,0
2024-01-04,S3,P27,16,99,0
2024-01-05,S3,P27,17,99,0
2024-01-06,S3,P27,19,99,0
2024-01-07,S3,P27,11,99,0
2024-01-08,S3,P27,12,99,0
2024-01-09,S3,P27,17,79,1
2024-01-10,S3,P27,9,79,0
2024-01-11,S3,P27,14,79,0
2024-01-12,S3,P27,8,79,0
2024-01-13,S3,P27,35,63,1
2024-01-14,S3,P27,10,63,0
2024-01-15,S3,P27,28,50,1
2024-01-16,S3,P27,14,50,0
2024-01-17,S3,P27,20,50,0
2024-01-18,S3,P27,17,50,0
2024-01-19,S3,P27,13,50,0
2024-01-20,S3,P27,13,40,1
2024-01-21,S3,P27,9,40,0
2024-01-22,S3,P27,30,32,1
2024-01-23,S3,P27,13,32,0
2024-01-24,S3,P27,14,32,0
2024-01-25,S3,P27,14,32,0
2024-01-26,S3,P27,15,32,0
2024-01-27,S3,P27,17,32,0
2024-01-28,S3,P27,18,32,0
2024-01-29,S3,P27,16,32,0
2024-01-30,S3,P27,17,32,0
2024-01-01,S3,P28,13,179,0
2024-01-02,S3,P28,15,143,1
2024-01-03,S3,P28,17,143,0
2024-01-04,S3,P28,21,143,0
2024-01-05,S3,P28,14,143,0
2024-01-06,S3,P28,25,114,1
2024-01-07,S3,P28,19,114,0
2024-01-08,S3,P28,22,114,0
2024-01-09,S3,P28,13,114,0
2024-01-10,S3,P28,14,114,0
2024-01-11,S3,P28,15,114,0
2024-01-12,S3,P28,12,114,0
2024-01-13,S3,P28,22,114,0
2024-01-14,S3,P28,21,114,0
2024-01-15,S3,P28,19,91,1
2024-01-16,S3,P28,27,72,1
2024-01-17,S3,P28,29,57,1
2024-01-18,S3,P28,20,57,0
2024-01-19,S3,P28,15,57,0
2024-01-20,S3,P28,37,45,1
2024-01-21,S3,P28,17,45,0
2024-01-22,S3,P28,14,45,0
2024-01-23,S3,P28,20,45,0
2024-01-24,S3,P28,36,36,1
2024-01-25,S3,P28,11,36,0
2024-01-26,S3,P28,21,36,0
2024-01-27,S3,P28,18,36,0
2024-01-28,S3,P28,14,36,0
2024-01-29,S3,P28,22,36,0
2024-01-30,S3,P28,10,36,0
2024-01-01,S3,P29,36,143,0
2024-01-02,S3,P29,49,114,1
2024-01-03,S3,P29,48,91,1
2024-01-04,S3,P29,38,91,0
2024-01-05,S3,P29,35,91,0
2024-01-06,S3,P29,28,91,0
2024-01-07,S3,P29,31,91,0
2024-01-08,S3,P29,27,91,0
2024-01-09,S3,P29,51,72,1
2024-01-10,S3,P29,36,72,0
2024-01-11,S3,P29,35,72,0
2024-01-12,S3,P29,42,57,1
2024-01-13,S3,P29,26,57,0
2024-01-14,S3,P29,27,57,0
2024-01-15,S3,P29,39,57,0
2024-01-16,S3,P29,32,57,0
2024-01-17,S3,P29,35,57,0
2024-01-18,S3,P29,33,57,0
2024-01-19,S3,P29,29,57,0
2024-01-20,S3,P29,33,57,0
2024-01-21,S3,P29,42,45,1
2024-01-22,S3,P29,30,45,0
2024-01-23,S3,P29,34,45,0
2024-01-24,S3,P29,35,45,0
2024-01-25,S3,P29,56,36,1
2024-01-26,S3,P29,29,36,0
2024-01-27,S3,P29,45,28,1
2024-01-28,S3,P29,27,28,0
2024-01-29,S3,P29,32,28,0
2024-01-30,S3,P29,32,28,0
2024-01-01,S3,P30,37,68,1
2024-01-02,S3,P30,18,68,0
2024-01-03,S3,P30,29,68,0
2024-01-04,S3,P30,20,68,0
2024-01-05,S3,P30,33,54,1
2024-01-06,S3,P30,26,54,0
2024-01-07,S3,P30,30,43,1
2024-01-08,S3,P30,29,43,0
2024-01-09,S3,P30,40,34,1
2024-01-10,S3,P30,42,27,1
2024-01-11,S3,P30,29,27,0
2024-01-12,S3,P30,29,21,1
2024-01-13,S3,P30,18,21,0
2024-01-14,S3,P30,20,21,0
2024-01-15,S3,P30,29,21,0
2024-01-16,S3,P30,20,21,0
2024-01-17,S3,P30,28,21,0
2024-01-18,S3,P30,21,21,0
2024-01-19,S3,P30,29,16,1
2024-01-20,S3,P30,41,12,1
2024-01-21,S3,P30,30,12,0
2024-01-22,S3,P30,22,12,0
2024-01-23,S3,P30,26,12,0
2024-01-24,S3,P30,17,12,0
2024-01-25,S3,P30,36,9,1
2024-01-26,S3,P30,50,7,1
2024-01-27,S3,P30,20,7,0
2024-01-28,S3,P30,24,7,0
2024-01-29,S3,P30,34,5,1
2024-01-30,S3,P30,30,5,0
2024-01-01,S3,P31,35,22,0
2024-01-02,S3,P31,42,17,1
2024-01-03,S3,P31,33,17,0
2024-01-04,S3,P31,56,13,1
2024-01-05,S3,P31,47,10,1
2024-01-06,S3,P31,33,10,0
2024-01-07,S3,P31,45,8,1
2024-01-08,S3,P31,39,8,0
2024-01-09,S3,P31,27,8,0
2024-01-10,S3,P31,43,6,1
2024-01-11,S3,P31,38,6,0
2024-01-12,S3,P31,44,4,1
2024-01-13,S3,P31,43,3,1
2024-01-14,S3,P31,31,3,0
2024-01-15,S3,P31,27,3,0
2024-01-16,S3,P31,50,2,1
2024-01-17,S3,P31,48,1,1
2024-01-18,S3,P31,28,1,0
2024-01-19,S3,P31,33,1,0
2024-01-20,S3,P31,36,1,0
2024-01-21,S3,P31,54,0,1
2024-01-22,S3,P31,27,0,0
2024-01-23,S3,P31,38,0,0
2024-01-24,S3,P31,36,0,0
2024-01-25,S3,P31,30,0,0
2024-01-26,S3,P31,48,0,1
2024-01-27,S3,P31,28,0,0
2024-01-28,S3,P31,32,0,0
2024-01-29,S3,P31,31,0,0
2024-01-30,S3,P31,26,0,0
2024-01-01,S3,P32,40,35,1
2024-01-02,S3,P32,26,35,0
2024-01-03,S3,P32,37,28,1
2024-01-04,S3,P32,49,22,1
2024-01-05,S3,P32,23,22,0
2024-01-06,S3,P32,31,17,1
2024-01-07,S3,P32,27,17,0
2024-01-08,S3,P32,25,17,0
2024-01-09,S3,P32,23,17,0
2024-01-10,S3,P32,21,17,0
2024-01-11,S3,P32,23,17,0
2024-01-12,S3,P32,21,17,0
2024-01-13,S3,P32,25,17,0
2024-01-14,S3,P32,28,17,0
2024-01-15,S3,P32,35,13,1
2024-01-16,S3,P32,42,10,1
2024-01-17,S3,P32,26,10,0
2024-01-18,S3,P32,26,10,0
2024-01-19,S3,P32,23,10,0
2024-01-20,S3,P32,27,10,0
2024-01-21,S3,P32,35,8,1
2024-01-22,S3,P32,24,8,0
2024-01-23,S3,P32,28,8,0
2024-01-24,S3,P32,18,8,0
2024-01-25,S3,P32,29,6,1
2024-01-26,S3,P32,35,4,1
2024-01-27,S3,P32,31,3,1
2024-01-28,S3,P32,22,3,0
2024-01-29,S3,P32,25,2,1
2024-01-30,S3,P32,41,1,1
2024-01-01,S3,P33,30,92,0
2024-01-02,S3,P33,34,92,0
2024-01-03,S3,P33,29,92,0
2024-01-04,S3,P33,34,92,0
2024-01-05,S3,P33,29,92,0
2024-01-06,S3,P33,34,92,0
2024-01-07,S3,P33,23,92,0
2024-01-08,S3,P33,41,73,1
2024-01-09,S3,P33,53,58,1
2024-01-10,S3,P33,33,58,0
2024-01-11,S3,P33,24,58,0
2024-01-12,S3,P33,30,58,0
2024-01-13,S3,P33,30,58,0
2024-01-14,S3,P33,31,58,0
2024-01-15,S3,P33,50,46,1
2024-01-16,S3,P33,28,46,0
2024-01-17,S3,P33,31,46,0
2024-01-18,S3,P33,25,46,0
2024-01-19,S3,P33,31,46,0
2024-01-20,S3,P33,35,46,0
2024-01-21,S3,P33,53,36,1
2024-01-22,S3,P33,43,28,1
2024-01-23,S3,P33,33,28,0
2024-01-24,S3,P33,34,22,1
2024-01-25,S3,P33,55,17,1
2024-01-26,S3,P33,25,17,0
2024-01-27,S3,P33,27,17,0
2024-01-28,S3,P33,47,13,1
2024-01-29,S3,P33,34,13,0
2024-01-30,S3,P33,34,13,0
2024-01-01,S3,P34,10,55,0
2024-01-02,S3,P34,11,44,1
2024-01-03,S3,P34,5,44,0
2024-01-04,S3,P34,16,44,0
2024-01-05,S3,P34,11,44,0
2024-01-06,S3,P34,11,44,0
2024-01-07,S3,P34,18,44,0
2024-01-08,S3,P34,16,35,1
2024-01-09,S3,P34,14,35,0
2024-01-10,S3,P34,18,35,0
2024-01-11,S3,P34,14,35,0
2024-01-12,S3,P34,8,35,0
2024-01-13,S3,P34,10,35,0
2024-01-14,S3,P34,7,35,0
2024-01-15,S3,P34,20,28,1
2024-01-16,S3,P34,9,28,0
2024-01-17,S3,P34,23,22,1
2024-01-18,S3,P34,18,22,0
2024-01-19,S3,P34,9,22,0
2024-01-20,S3,P34,10,22,0
2024-01-21,S3,P34,8,22,0
2024-01-22,S3,P34,11,22,0
2024-01-23,S3,P34,8,22,0
2024-01-24,S3,P34,5,22,0
2024-01-25,S3,P34,12,22,0
2024-01-26,S3,P34,28,17,1
2024-01-27,S3,P34,17,17,0
2024-01-28,S3,P34,9,17,0
2024-01-29,S3,P34,8,17,0
2024-01-30,S3,P34,13,17,0
2024-01-01,S3,P35,17,118,0
2024-01-02,S3,P35,15,118,0
2024-01-03,S3,P35,18,118,0
2024-01-04,S3,P35,27,94,1
2024-01-05,S3,P35,23,94,0
2024-01-06,S3,P35,20,94,0
2024-01-07,S3,P35,15,94,0
2024-01-08,S3,P35,36,75,1
2024-01-09,S3,P35,14,75,0
2024-01-10,S3,P35,15,75,0
2024-01-11,S3,P35,23,60,1
2024-01-12,S3,P35,10,60,0
2024-01-13,S3,P35,23,60,0
2024-01-14,S3,P35,19,60,0
2024-01-15,S3,P35,29,48,1
2024-01-16,S3,P35,15,48,0
2024-01-17,S3,P35,20,48,0
2024-01-18,S3,P35,11,48,0
2024-01-19,S3,P35,38,38,1
2024-01-20,S3,P35,27,30,1
2024-01-21,S3,P35,18,30,0
2024-01-22,S3,P35,20,24,1
2024-01-23,S3,P35,23,24,0
2024-01-24,S3,P35,20,24,0
2024-01-25,S3,P35,22,19,1
2024-01-26,S3,P35,18,19,0
2024-01-27,S3,P35,27,15,1
2024-01-28,S3,P35,14,15,0
2024-01-29,S3,P35,14,15,0
2024-01-30,S3,P35,10,15,0
2024-01-01,S3,P36,31,164,0
2024-01-02,S3,P36,27,164,0
2024-01-03,S3,P36,25,164,0
2024-01-04,S3,P36,35,131,1
2024-01-05,S3,P36,30,131,0
2024-01-06,S3,P36,30,131,0
2024-01-07,S3,P36,30,104,1
2024-01-08,S3,P36,19,104,0
2024-01-09,S3,P36,25,104,0
2024-01-10,S3,P36,30,104,0
2024-01-11,S3,P36,28,104,0
2024-01-12,S3,P36,41,83,1
2024-01-13,S3,P36,26,83,0
2024-01-14,S3,P36,30,66,1
2024-01-15,S3,P36,28,66,0
2024-01-16,S3,P36,19,66,0
2024-01-17,S3,P36,32,52,1
2024-01-18,S3,P36,27,52,0
2024-01-19,S3,P36,26,52,0
2024-01-20,S3,P36,28,52,0
2024-01-21,S3,P36,23,52,0
2024-01-22,S3,P36,26,52,0
2024-01-23,S3,P36,20,52,0
2024-01-24,S3,P36,30,52,0
2024-01-25,S3,P36,19,52,0
2024-01-26,S3,P36,29,52,0
2024-01-27,S3,P36,19,52,0
2024-01-28,S3,P36,25,52,0
2024-01-29,S3,P36,27,52,0
2024-01-30,S3,P36,23,52,0
2024-01-01,S3,P37,26,188,0
2024-01-02,S3,P37,45,150,1
2024-01-03,S3,P37,31,150,0
2024-01-04,S3,P37,34,150,0
2024-01-05,S3,P37,25,150,0
2024-01-06,S3,P37,53,120,1
2024-01-07,S3,P37,28,120,0
2024-01-08,S3,P37,30,120,0
2024-01-09,S3,P37,39,96,1
2024-01-10,S3,P37,31,96,0
2024-01-11,S3,P37,32,96,0
2024-01-12,S3,P37,28,96,0
2024-01-13,S3,P37,30,96,0
2024-01-14,S3,P37,32,96,0
2024-01-15,S3,P37,30,96,0
2024-01-16,S3,P37,23,96,0
2024-01-17,S3,P37,33,96,0
2024-01-18,S3,P37,34,96,0
2024-01-19,S3,P37,34,96,0
2024-01-20,S3,P37,24,96,0
2024-01-21,S3,P37,34,96,0
2024-01-22,S3,P37,27,96,0
2024-01-23,S3,P37,43,76,1
2024-01-24,S3,P37,26,76,0
2024-01-25,S3,P37,37,60,1
2024-01-26,S3,P37,26,60,0
2024-01-27,S3,P37,36,48,1
2024-01-28,S3,P37,54,38,1
2024-01-29,S3,P37,28,38,0
2024-01-30,S3,P37,31,38,0
2024-01-01,S3,P38,16,122,0
2024-01-02,S3,P38,15,97,1
2024-01-03,S3,P38,10,97,0
2024-01-04,S3,P38,12,97,0
2024-01-05,S3,P38,27,77,1
2024-01-06,S3,P38,9,77,0
2024-01-07,S3,P38,20,77,0
2024-01-08,S3,P38,14,77,0
2024-01-09,S3,P38,14,77,0
2024-01-10,S3,P38,11,77,0
2024-01-11,S3,P38,16,77,0
2024-01-12,S3,P38,13,77,0
2024-01-13,S3,P38,17,77,0
2024-01-14,S3,P38,9,77,0
2024-01-15,S3,P38,20,77,0
2024-01-16,S3,P38,12,77,0
2024-01-17,S3,P38,31,61,1
2024-01-18,S3,P38,14,61,0
2024-01-19,S3,P38,22,61,0
2024-01-20,S3,P38,16,61,0
2024-01-21,S3,P38,29,48,1
2024-01-22,S3,P38,22,48,0
2024-01-23,S3,P38,9,48,0
2024-01-24,S3,P38,12,48,0
2024-01-25,S3,P38,12,48,0
2024-01-26,S3,P38,18,38,1
2024-01-27,S3,P38,12,30,1
2024-01-28,S3,P38,10,30,0
2024-01-29,S3,P38,16,30,0
2024-01-30,S3,P38,14,30,0
2024-01-01,S3,P39,16,174,0
2024-01-02,S3,P39,15,139,1
2024-01-03,S3,P39,10,139,0
2024-01-04,S3,P39,12,139,0
2024-01-05,S3,P39,19,139,0
2024-01-06,S3,P39,11,139,0
2024-01-07,S3,P39,30,111,1
2024-01-08,S3,P39,12,111,0
2024-01-09,S3,P39,13,111,0
2024-01-10,S3,P39,20,88,1
2024-01-11,S3,P39,13,88,0
2024-01-12,S3,P39,14,88,0
2024-01-13,S3,P39,21,88,0
2024-01-14,S3,P39,22,88,0
2024-01-15,S3,P39,12,88,0
2024-01-16,S3,P39,20,70,1
2024-01-17,S3,P39,10,70,0
2024-01-18,S3,P39,10,70,0
2024-01-19,S3,P39,12,70,0
2024-01-20,S3,P39,18,70,0
2024-01-21,S3,P39,19,56,1
2024-01-22,S3,P39,17,44,1
2024-01-23,S3,P39,17,44,0
2024-01-24,S3,P39,11,44,0
2024-01-25,S3,P39,10,44,0
2024-01-26,S3,P39,14,35,1
2024-01-27,S3,P39,23,35,0
2024-01-28,S3,P39,17,28,1
2024-01-29,S3,P39,11,28,0
2024-01-30,S3,P39,24,22,1
2024-01-01,S3,P40,12,48,0
2024-01-02,S3,P40,19,48,0
2024-01-03,S3,P40,13,48,0
2024-01-04,S3,P40,35,38,1
2024-01-05,S3,P40,17,30,1
2024-01-06,S3,P40,23,30,0
2024-01-07,S3,P40,19,30,0
2024-01-08,S3,P40,11,30,0
2024-01-09,S3,P40,19,30,0
2024-01-10,S3,P40,16,30,0
2024-01-11,S3,P40,23,30,0
2024-01-12,S3,P40,19,30,0
2024-01-13,S3,P40,18,30,0
2024-01-14,S3,P40,24,30,0
2024-01-15,S3,P40,23,24,1
2024-01-16,S3,P40,24,24,0
2024-01-17,S3,P40,18,24,0
2024-01-18,S3,P40,14,24,0
2024-01-19,S3,P40,16,24,0
2024-01-20,S3,P40,23,24,0
2024-01-21,S3,P40,30,19,1
2024-01-22,S3,P40,15,19,0
2024-01-23,S3,P40,25,15,1
2024-01-24,S3,P40,21,15,0
2024-01-25,S3,P40,18,15,0
2024-01-26,S3,P40,16,15,0
2024-01-27,S3,P40,21,12,1
2024-01-28,S3,P40,12,12,0
2024-01-29,S3,P40,19,12,0
2024-01-30,S3,P40,16,12,0
2024-01-01,S3,P41,4,63,0
2024-01-02,S3,P41,17,63,0
2024-01-03,S3,P41,11,63,0
2024-01-04,S3,P41,5,63,0
2024-01-05,S3,P41,8,63,0
2024-01-06,S3,P41,4,63,0
2024-01-07,S3,P41,17,63,0
2024-01-08,S3,P41,9,63,0
2024-01-09,S3,P41,16,63,0
2024-01-10,S3,P41,8,63,0
2024-01-11,S3,P41,10,63,0
2024-01-12,S3,P41,5,63,0
2024-01-13,S3,P41,16,63,0
2024-01-14,S3,P41,19,50,1
2024-01-15,S3,P41,7,50,0
2024-01-16,S3,P41,4,50,0
2024-01-17,S3,P41,5,50,0
2024-01-18,S3,P41,17,40,1
2024-01-19,S3,P41,10,40,0
2024-01-20,S3,P41,5,40,0
2024-01-21,S3,P41,4,40,0
2024-01-22,S3,P41,4,40,0
2024-01-23,S3,P41,9,40,0
2024-01-24,S3,P41,19,32,1
2024-01-25,S3,P41,5,25,1
2024-01-26,S3,P41,14,25,0
2024-01-27,S3,P41,13,25,0
2024-01-28,S3,P41,13,25,0
2024-01-29,S3,P41,8,25,0
2024-01-30,S3,P41,17,25,0
2024-01-01,S3,P42,32,86,0
2024-01-02,S3,P42,35,86,0
2024-01-03,S3,P42,30,86,0
2024-01-04,S3,P42,30,86,0
2024-01-05,S3,P42,29,86,0
2024-01-06,S3,P42,25,86,0
2024-01-07,S3,P42,35,86,0
2024-01-08,S3,P42,52,68,1
2024-01-09,S3,P42,29,68,0
2024-01-10,S3,P42,31,68,0
2024-01-11,S3,P42,55,54,1
2024-01-12,S3,P42,36,54,0
2024-01-13,S3,P42,32,54,0
2024-01-14,S3,P42,28,54,0
2024-01-15,S3,P42,34,54,0
2024-01-16,S3,P42,25,54,0
2024-01-17,S3,P42,26,54,0
2024-01-18,S3,P42,34,54,0
2024-01-19,S3,P42,29,54,0
2024-01-20,S3,P42,49,43,1
2024-01-21,S3,P42,36,43,0
2024-01-22,S3,P42,37,43,0
2024-01-23,S3,P42,30,43,0
2024-01-24,S3,P42,37,43,0
2024-01-25,S3,P42,34,43,0
2024-01-26,S3,P42,39,34,1
2024-01-27,S3,P42,36,34,0
2024-01-28,S3,P42,29,34,0
2024-01-29,S3,P42,26,34,0
2024-01-30,S3,P42,43,27,1
2024-01-01,S3,P43,14,28,1
2024-01-02,S3,P43,17,22,1
2024-01-03,S3,P43,32,17,1
2024-01-04,S3,P43,27,13,1
2024-01-05,S3,P43,13,13,0
2024-01-06,S3,P43,25,10,1
2024-01-07,S3,P43,14,10,0
2024-01-08,S3,P43,28,8,1
2024-01-09,S3,P43,23,6,1
2024-01-10,S3,P43,23,6,0
2024-01-11,S3,P43,19,6,0
2024-01-12,S3,P43,18,6,0
2024-01-13,S3,P43,18,6,0
2024-01-14,S3,P43,18,4,1
2024-01-15,S3,P43,18,4,0
2024-01-16,S3,P43,22,4,0
2024-01-17,S3,P43,20,4,0
2024-01-18,S3,P43,16,4,0
2024-01-19,S3,P43,29,3,1
2024-01-20,S3,P43,22,3,0
2024-01-21,S3,P43,20,3,0
2024-01-22,S3,P43,24,3,0
2024-01-23,S3,P43,17,3,0
2024-01-24,S3,P43,23,3,0
2024-01-25,S3,P43,15,3,0
2024-01-26,S3,P43,28,2,1
2024-01-27,S3,P43,14,2,0
2024-01-28,S3,P43,11,2,0
2024-01-29,S3,P43,21,1,1
2024-01-30,S3,P43,15,1,0
2024-01-01,S3,P44,30,22,0
2024-01-02,S3,P44,23,22,0
2024-01-03,S3,P44,24,22,0
2024-01-04,S3,P44,24,22,0
2024-01-05,S3,P44,30,22,0
2024-01-06,S3,P44,35,22,0
2024-01-07,S3,P44,23,22,0
2024-01-08,S3,P44,34,22,0
2024-01-09,S3,P44,36,17,1
2024-01-10,S3,P44,24,17,0
2024-01-11,S3,P44,42,13,1
2024-01-12,S3,P44,23,13,0
2024-01-13,S3,P44,35,10,1
2024-01-14,S3,P44,22,10,0
2024-01-15,S3,P44,31,10,0
2024-01-16,S3,P44,26,10,0
2024-01-17,S3,P44,40,8,1
2024-01-18,S3,P44,44,6,1
2024-01-19,S3,P44,24,6,0
2024-01-20,S3,P44,31,6,0
2024-01-21,S3,P44,34,6,0
2024-01-22,S3,P44,40,4,1
2024-01-23,S3,P44,25,4,0
2024-01-24,S3,P44,25,4,0
2024-01-25,S3,P44,27,4,0
2024-01-26,S3,P44,34,4,0
2024-01-27,S3,P44,32,4,0
2024-01-28,S3,P44,35,4,0
2024-01-29,S3,P44,30,4,0
2024-01-30,S3,P44,31,4,0
2024-01-01,S3,P45,33,119,1
2024-01-02,S3,P45,16,119,0
2024-01-03,S3,P45,26,119,0
2024-01-04,S3,P45,45,95,1
2024-01-05,S3,P45,21,95,0
2024-01-06,S3,P45,15,95,0
2024-01-07,S3,P45,17,95,0
2024-01-08,S3,P45,22,95,0
2024-01-09,S3,P45,38,76,1
2024-01-10,S3,P45,28,76,0
2024-01-11,S3,P45,24,76,0
2024-01-12,S3,P45,18,76,0
2024-01-13,S3,P45,26,60,1
2024-01-14,S3,P45,22,60,0
2024-01-15,S3,P45,26,60,0
2024-01-16,S3,P45,33,48,1
2024-01-17,S3,P45,15,48,0
2024-01-18,S3,P45,24,48,0
2024-01-19,S3,P45,15,48,0
2024-01-20,S3,P45,17,48,0
2024-01-21,S3,P45,28,48,0
2024-01-22,S3,P45,23,38,1
2024-01-23,S3,P45,25,38,0
2024-01-24,S3,P45,28,38,0
2024-01-25,S3,P45,20,38,0
2024-01-26,S3,P45,39,30,1
2024-01-27,S3,P45,18,30,0
2024-01-28,S3,P45,16,30,0
2024-01-29,S3,P45,24,30,0
2024-01-30,S3,P45,21,30,0
2024-01-01,S3,P46,26,21,0
2024-01-02,S3,P46,29,21,0
2024-01-03,S3,P46,32,21,0
2024-01-04,S3,P46,31,21,0
2024-01-05,S3,P46,37,21,0
2024-01-06,S3,P46,31,21,0
2024-01-07,S3,P46,28,21,0
2024-01-08,S3,P46,49,16,1
2024-01-09,S3,P46,37,16,0
2024-01-10,S3,P46,31,16,0
2024-01-11,S3,P46,37,16,0
2024-01-12,S3,P46,27,16,0
2024-01-13,S3,P46,29,16,0
2024-01-14,S3,P46,28,16,0
2024-01-15,S3,P46,32,16,0
2024-01-16,S3,P46,54,12,1
2024-01-17,S3,P46,40,9,1
2024-01-18,S3,P46,37,9,0
2024-01-19,S3,P46,35,9,0
2024-01-20,S3,P46,38,9,0
2024-01-21,S3,P46,27,9,0
2024-01-22,S3,P46,55,7,1
2024-01-23,S3,P46,35,7,0
2024-01-24,S3,P46,28,7,0
2024-01-25,S3,P46,31,7,0
2024-01-26,S3,P46,29,7,0
2024-01-27,S3,P46,29,7,0
2024-01-28,S3,P46,37,7,0
2024-01-29,S3,P46,29,7,0
2024-01-30,S3,P46,60,5,1
2024-01-01,S3,P47,25,67,0
2024-01-02,S3,P47,19,67,0
2024-01-03,S3,P47,23,67,0
2024-01-04,S3,P47,16,67,0
2024-01-05,S3,P47,17,67,0
2024-01-06,S3,P47,33,53,1
2024-01-07,S3,P47,20,53,0
2024-01-08,S3,P47,16,53,0
2024-01-09,S3,P47,14,53,0
2024-01-10,S3,P47,32,42,1
2024-01-11,S3,P47,19,42,0
2024-01-12,S3,P47,18,42,0
2024-01-13,S3,P47,33,33,1
2024-01-14,S3,P47,39,26,1
2024-01-15,S3,P47,16,26,0
2024-01-16,S3,P47,21,26,0
2024-01-17,S3,P47,21,26,0
2024-01-18,S3,P47,20,20,1
2024-01-19,S3,P47,14,20,0
2024-01-20,S3,P47,19,20,0
2024-01-21,S3,P47,20,16,1
2024-01-22,S3,P47,13,16,0
2024-01-23,S3,P47,41,12,1
2024-01-24,S3,P47,17,12,0
2024-01-25,S3,P47,24,9,1
2024-01-26,S3,P47,17,9,0
2024-01-27,S3,P47,21,9,0
2024-01-28,S3,P47,13,9,0
2024-01-29,S3,P47,22,7,1
2024-01-30,S3,P47,19,5,1
2024-01-01,S3,P48,33,114,0
2024-01-02,S3,P48,28,114,0
2024-01-03,S3,P48,34,114,0
2024-01-04,S3,P48,24,114,0
2024-01-05,S3,P48,25,114,0
2024-01-06,S3,P48,32,114,0
2024-01-07,S3,P48,55,91,1
2024-01-08,S3,P48,25,91,0
2024-01-09,S3,P48,24,91,0
2024-01-10,S3,P48,29,91,0
2024-01-11,S3,P48,55,72,1
2024-01-12,S3,P48,38,57,1
2024-01-13,S3,P48,37,57,0
2024-01-14,S3,P48,30,57,0
2024-01-15,S3,P48,55,45,1
2024-01-16,S3,P48,37,36,1
2024-01-17,S3,P48,28,36,0
2024-01-18,S3,P48,56,28,1
2024-01-19,S3,P48,40,22,1
2024-01-20,S3,P48,25,22,0
2024-01-21,S3,P48,34,22,0
2024-01-22,S3,P48,31,22,0
2024-01-23,S3,P48,33,22,0
2024-01-24,S3,P48,33,22,0
2024-01-25,S3,P48,36,22,0
2024-01-26,S3,P48,36,17,1
2024-01-27,S3,P48,52,13,1
2024-01-28,S3,P48,26,13,0
2024-01-29,S3,P48,28,13,0
2024-01-30,S3,P48,37,13,0
2024-01-01,S3,P49,33,60,1
2024-01-02,S3,P49,24,48,1
2024-01-03,S3,P49,14,48,0
2024-01-04,S3,P49,16,48,0
2024-01-05,S3,P49,12,48,0
2024-01-06,S3,P49,16,48,0
2024-01-07,S3,P49,18,48,0
2024-01-08,S3,P49,17,48,0
2024-01-09,S3,P49,20,48,0
2024-01-10,S3,P49,15,48,0
2024-01-11,S3,P49,19,38,1
2024-01-12,S3,P49,17,38,0
2024-01-13,S3,P49,32,30,1
2024-01-14,S3,P49,17,30,0
2024-01-15,S3,P49,19,30,0
2024-01-16,S3,P49,13,30,0
2024-01-17,S3,P49,32,24,1
2024-01-18,S3,P49,18,19,1
2024-01-19,S3,P49,14,19,0
2024-01-20,S3,P49,13,19,0
2024-01-21,S3,P49,19,19,0
2024-01-22,S3,P49,23,15,1
2024-01-23,S3,P49,44,12,1
2024-01-24,S3,P49,25,12,0
2024-01-25,S3,P49,12,12,0
